,class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
381,ClassD,BasketballPass,32,46,16,0.0,,0.0,0.0,,4,0,0,4,0,400,0,0,0.0,,0,0,0,0,0,400,0,0.0,0.0,400.0
382,ClassD,BasketballPass,56,46,16,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
383,ClassD,BasketballPass,all,46,16,23.6,51.2,15.3,27.3,92.2,18,0,5,13,62,1963,25,41,24.0,0.231,0,25,0,711,736,2699,798,413.0,394.0,2286.0
376,ClassD,BasketballPass,0,46,32,30.6,52.6,21.5,37.1,92.0,8,0,5,3,71,1378,29,41,32.5,0.235,4,26,1,784,813,2191,884,470.0,423.0,1721.0
377,ClassD,BasketballPass,32,46,32,0.0,,0.0,0.0,,4,0,0,4,0,400,0,0,0.0,,0,0,0,0,0,400,0,0.0,0.0,400.0
378,ClassD,BasketballPass,56,46,32,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
379,ClassD,BasketballPass,all,46,32,26.2,52.6,17.4,30.1,92.0,18,0,5,13,71,1886,29,41,26.4,0.235,4,26,1,784,813,2699,884,470.0,423.0,2229.0
380,ClassD,BasketballPass,0,46,64,29.9,51.3,21.0,37.7,93.2,8,0,6,2,60,1364,29,46,33.7,0.237,2,27,0,798,827,2191,887,460.0,436.0,1731.0
381,ClassD,BasketballPass,32,46,64,0.0,,0.0,0.0,,4,0,0,4,0,400,0,0,0.0,,0,0,0,0,0,400,0,0.0,0.0,400.0
382,ClassD,BasketballPass,56,46,64,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
383,ClassD,BasketballPass,all,46,64,25.6,51.3,17.0,30.6,93.1,18,0,6,12,61,1872,29,46,27.3,0.237,2,27,0,798,827,2699,888,460.0,437.0,2239.0
384,ClassD,BlowingBubbles,0,18,8,92.4,89.4,95.5,95.4,89.4,3,2,0,1,117,47,0,3,84.1,0.1,0,0,0,985,985,1032,1102,986.0,117.0,46.0
385,ClassD,BlowingBubbles,41,18,8,9.6,46.2,5.3,11.6,100.0,1,0,0,1,0,199,5,5,9.3,0.208,0,5,0,21,26,225,26,12.0,14.0,213.0
386,ClassD,BlowingBubbles,77,18,8,93.8,90.4,97.4,97.4,90.4,1,1,0,0,39,10,0,2,87.0,0.134,0,0,0,368,368,378,407,368.0,39.0,10.0
387,ClassD,BlowingBubbles,all,18,8,86.2,88.9,83.5,84.3,89.8,5,3,0,2,156,256,5,10,74.5,0.111,0,5,0,1374,1379,1635,1535,1366.0,170.0,269.0
388,ClassD,BlowingBubbles,0,18,16,81.5,78.5,84.7,95.7,88.8,3,2,0,1,125,44,1,2,83.5,0.101,0,1,0,987,988,1032,1113,874.0,240.0,158.0
389,ClassD,BlowingBubbles,41,18,16,10.0,37.1,5.8,15.6,100.0,1,0,0,1,0,190,5,5,13.3,0.21,0,5,0,30,35,225,35,13.0,22.0,212.0
390,ClassD,BlowingBubbles,77,18,16,95.9,93.2,98.7,98.7,93.2,1,1,0,0,27,5,0,1,91.5,0.136,0,0,0,373,373,378,400,373.0,27.0,5.0
391,ClassD,BlowingBubbles,all,18,16,79.2,81.3,77.1,85.4,90.2,5,3,0,2,152,239,6,8,75.7,0.113,0,6,0,1390,1396,1635,1548,1260.0,289.0,375.0
384,ClassD,BlowingBubbles,0,18,32,92.8,89.2,96.5,96.4,89.2,3,2,0,1,120,37,0,1,84.8,0.101,0,0,0,995,995,1032,1115,996.0,120.0,36.0
385,ClassD,BlowingBubbles,41,18,32,9.4,38.7,5.3,13.8,100.0,1,0,0,1,0,194,5,6,11.6,0.227,0,5,0,26,31,225,31,12.0,19.0,213.0
386,ClassD,BlowingBubbles,77,18,32,96.4,94.2,98.7,98.7,94.2,1,1,0,0,23,5,0,1,92.6,0.137,0,0,0,373,373,378,396,373.0,23.0,5.0
387,ClassD,BlowingBubbles,all,18,32,86.9,89.5,84.5,85.6,90.7,5,3,0,2,143,236,5,8,76.5,0.113,0,5,0,1394,1399,1635,1542,1381.0,162.0,254.0
388,ClassD,BlowingBubbles,0,18,64,81.4,78.6,84.2,95.2,88.9,3,2,0,1,122,50,1,3,83.2,0.101,0,1,0,981,982,1032,1104,869.0,236.0,163.0
389,ClassD,BlowingBubbles,41,18,64,9.7,52.2,5.3,10.2,100.0,1,0,0,1,0,202,4,4,8.4,0.221,0,4,0,19,23,225,23,12.0,11.0,213.0
390,ClassD,BlowingBubbles,77,18,64,91.8,89.2,94.4,96.8,91.5,1,1,0,0,34,12,1,2,87.6,0.135,0,1,0,365,366,378,400,357.0,43.0,21.0
391,ClassD,BlowingBubbles,all,18,64,78.3,81.0,75.7,83.9,89.8,5,3,0,2,156,264,6,9,73.9,0.112,0,6,0,1365,1371,1635,1527,1238.0,290.0,397.0
392,ClassD,BlowingBubbles,0,22,8,92.4,89.0,96.0,95.9,88.9,3,2,0,1,123,42,0,2,84.0,0.1,0,0,0,990,990,1032,1113,991.0,123.0,41.0
393,ClassD,BlowingBubbles,41,22,8,10.9,92.9,5.8,6.2,100.0,1,0,0,1,0,211,1,1,5.8,0.209,0,1,0,13,14,225,14,13.0,1.0,212.0
394,ClassD,BlowingBubbles,77,22,8,97.6,96.6,98.7,98.7,96.6,1,1,0,0,13,5,0,1,95.2,0.135,0,0,0,373,373,378,386,373.0,13.0,5.0
395,ClassD,BlowingBubbles,all,22,8,87.5,91.0,84.2,84.2,91.0,5,3,0,2,136,258,1,4,75.8,0.111,0,1,0,1376,1377,1635,1513,1377.0,137.0,258.0
396,ClassD,BlowingBubbles,0,22,16,92.9,90.4,95.5,95.4,90.4,3,2,0,1,105,47,0,3,85.3,0.1,0,0,0,985,985,1032,1090,986.0,105.0,46.0
397,ClassD,BlowingBubbles,41,22,16,10.2,43.3,5.8,13.3,100.0,1,0,0,1,0,195,3,3,12.0,0.22,0,3,0,27,30,225,30,13.0,17.0,212.0
398,ClassD,BlowingBubbles,77,22,16,96.1,93.7,98.7,98.7,93.7,1,1,0,0,25,5,0,1,92.1,0.134,0,0,0,373,373,378,398,373.0,25.0,5.0
399,ClassD,BlowingBubbles,all,22,16,87.0,90.3,83.9,84.9,91.4,5,3,0,2,130,247,3,7,76.8,0.112,0,3,0,1385,1388,1635,1518,1372.0,147.0,263.0
392,ClassD,BlowingBubbles,0,22,32,92.8,90.1,95.5,95.4,90.1,3,2,0,1,108,47,0,3,85.0,0.1,0,0,0,985,985,1032,1093,986.0,108.0,46.0
393,ClassD,BlowingBubbles,41,22,32,9.5,44.4,5.3,12.0,100.0,1,0,0,1,0,198,3,3,10.7,0.234,0,3,0,24,27,225,27,12.0,15.0,213.0
394,ClassD,BlowingBubbles,77,22,32,93.1,91.8,94.4,96.8,94.1,1,1,0,0,23,12,1,2,90.5,0.135,0,1,0,365,366,378,389,357.0,32.0,21.0
395,ClassD,BlowingBubbles,all,22,32,86.2,89.7,82.9,84.3,91.3,5,3,0,2,131,257,4,8,76.0,0.112,0,4,0,1374,1378,1635,1509,1355.0,155.0,280.0
396,ClassD,BlowingBubbles,0,22,64,93.0,90.5,95.5,95.4,90.4,3,2,0,1,104,47,0,3,85.4,0.1,0,0,0,985,985,1032,1089,986.0,104.0,46.0
397,ClassD,BlowingBubbles,41,22,64,16.8,84.0,9.3,11.1,100.0,1,0,0,1,0,200,1,2,10.7,0.216,0,1,0,24,25,225,25,21.0,4.0,204.0
398,ClassD,BlowingBubbles,77,22,64,94.6,92.0,97.4,97.4,92.0,1,1,0,0,32,10,0,2,88.9,0.136,0,0,0,368,368,378,400,368.0,32.0,10.0
399,ClassD,BlowingBubbles,all,22,64,87.3,90.8,84.1,84.3,91.0,5,3,0,2,136,257,1,7,75.9,0.112,0,1,0,1377,1378,1635,1514,1375.0,140.0,260.0
400,ClassD,BlowingBubbles,0,26,8,94.2,92.8,95.5,95.4,92.8,3,2,0,1,76,47,0,3,88.1,0.099,0,0,0,985,985,1032,1061,986.0,76.0,46.0
401,ClassD,BlowingBubbles,41,26,8,10.7,68.4,5.8,8.4,100.0,1,0,0,1,0,206,2,2,7.6,0.215,0,2,0,17,19,225,19,13.0,6.0,212.0
402,ClassD,BlowingBubbles,77,26,8,92.4,91.5,93.4,95.8,93.8,1,1,0,0,24,16,1,2,89.2,0.135,0,1,0,361,362,378,386,353.0,33.0,25.0
403,ClassD,BlowingBubbles,all,26,8,87.2,92.2,82.7,83.5,93.2,5,3,0,2,100,269,3,7,77.2,0.11,0,3,0,1363,1366,1635,1466,1352.0,115.0,283.0
404,ClassD,BlowingBubbles,0,26,16,93.8,92.0,95.5,95.4,92.0,3,2,0,1,86,47,0,3,87.1,0.099,0,0,0,985,985,1032,1071,986.0,86.0,46.0
405,ClassD,BlowingBubbles,41,26,16,8.3,62.5,4.4,7.1,100.0,1,0,0,1,0,209,1,1,6.7,0.23,0,1,0,15,16,225,16,10.0,6.0,215.0
406,ClassD,BlowingBubbles,77,26,16,93.1,93.6,92.6,94.7,95.7,1,1,0,0,16,20,1,3,90.2,0.135,0,1,0,357,358,378,374,350.0,24.0,28.0
407,ClassD,BlowingBubbles,all,26,16,87.0,92.1,82.3,83.1,93.0,5,3,0,2,102,276,2,7,76.8,0.11,0,2,0,1357,1359,1635,1461,1346.0,116.0,289.0
400,ClassD,BlowingBubbles,0,26,32,82.0,80.3,83.6,95.3,91.5,3,2,0,1,91,49,1,3,86.3,0.099,0,1,0,982,983,1032,1074,863.0,212.0,169.0
401,ClassD,BlowingBubbles,41,26,32,9.8,63.2,5.3,8.4,100.0,1,0,0,1,0,206,2,2,7.6,0.198,0,2,0,17,19,225,19,12.0,7.0,213.0
402,ClassD,BlowingBubbles,77,26,32,93.5,92.5,94.4,96.8,94.8,1,1,0,0,20,12,1,2,91.3,0.134,0,1,0,365,366,378,386,357.0,29.0,21.0
403,ClassD,BlowingBubbles,all,26,32,79.1,83.2,75.4,83.7,92.5,5,3,0,2,111,267,4,7,76.6,0.11,0,4,0,1364,1368,1635,1479,1232.0,248.0,403.0
404,ClassD,BlowingBubbles,0,26,64,82.8,81.1,84.6,96.2,92.3,3,2,0,1,83,39,1,1,88.1,0.1,0,1,0,992,993,1032,1076,873.0,204.0,159.0
405,ClassD,BlowingBubbles,41,26,64,17.1,100.0,9.3,9.3,100.0,1,0,0,1,0,204,0,1,9.3,0.229,0,0,0,21,21,225,21,21.0,0.0,204.0
406,ClassD,BlowingBubbles,77,26,64,93.5,94.1,92.9,94.7,96.0,1,1,0,0,15,20,1,2,90.5,0.136,0,1,0,357,358,378,373,351.0,22.0,27.0
407,ClassD,BlowingBubbles,all,26,64,80.2,84.6,76.1,83.9,93.3,5,3,0,2,98,263,2,4,77.8,0.111,0,2,0,1370,1372,1635,1470,1245.0,226.0,390.0
408,ClassD,BlowingBubbles,0,30,8,91.7,90.8,92.5,95.1,93.3,3,2,0,1,70,51,1,3,88.2,0.098,0,1,0,980,981,1032,1051,955.0,97.0,77.0
409,ClassD,BlowingBubbles,41,30,8,5.9,63.6,3.1,4.4,90.9,1,0,0,1,1,215,1,1,3.6,0.202,0,1,0,9,10,225,11,7.0,4.0,218.0
410,ClassD,BlowingBubbles,77,30,8,82.9,87.2,79.1,89.4,98.5,1,1,0,0,5,40,2,3,87.6,0.138,0,2,0,336,338,378,343,299.0,44.0,79.0
411,ClassD,BlowingBubbles,all,30,8,83.0,89.7,77.1,81.3,94.6,5,3,0,2,76,306,4,7,76.4,0.109,0,4,0,1325,1329,1635,1405,1261.0,145.0,374.0
412,ClassD,BlowingBubbles,0,30,16,95.7,95.3,96.0,95.9,95.3,3,2,0,1,49,42,0,2,91.2,0.099,0,0,0,990,990,1032,1039,991.0,49.0,41.0
413,ClassD,BlowingBubbles,41,30,16,3.5,66.7,1.8,2.7,100.0,1,0,0,1,0,219,1,1,2.2,0.195,0,1,0,5,6,225,6,4.0,2.0,221.0
414,ClassD,BlowingBubbles,77,30,16,82.2,87.2,77.8,87.8,98.5,1,1,0,0,5,46,3,4,85.7,0.128,0,3,0,329,332,378,337,294.0,43.0,84.0
415,ClassD,BlowingBubbles,all,30,16,85.4,93.2,78.8,81.2,96.1,5,3,0,2,54,307,4,7,77.7,0.107,0,4,0,1324,1328,1635,1382,1289.0,94.0,346.0
408,ClassD,BlowingBubbles,0,30,32,93.4,92.8,94.0,95.7,94.6,3,2,0,1,56,44,1,2,90.2,0.099,0,1,0,987,988,1032,1044,970.0,75.0,62.0
409,ClassD,BlowingBubbles,41,30,32,6.9,100.0,3.6,3.6,100.0,1,0,0,1,0,217,0,0,3.6,0.233,0,0,0,8,8,225,8,8.0,0.0,217.0
410,ClassD,BlowingBubbles,77,30,32,81.0,83.7,78.6,90.2,96.1,1,1,0,0,14,37,3,3,85.7,0.131,0,3,0,338,341,378,355,297.0,58.0,81.0
411,ClassD,BlowingBubbles,all,30,32,83.8,90.6,78.0,81.8,95.0,5,3,0,2,70,298,4,5,77.2,0.108,0,4,0,1333,1337,1635,1407,1275.0,133.0,360.0
412,ClassD,BlowingBubbles,0,30,64,93.3,92.6,93.8,95.4,94.3,3,2,0,1,59,47,1,2,89.6,0.099,0,1,0,984,985,1032,1044,968.0,77.0,64.0
413,ClassD,BlowingBubbles,41,30,64,2.6,50.0,1.3,1.3,50.0,1,0,0,1,3,222,0,0,0.0,0.222,0,0,0,3,3,225,6,3.0,3.0,222.0
414,ClassD,BlowingBubbles,77,30,64,83.3,89.4,78.0,87.3,100.0,1,1,0,0,0,48,3,4,86.5,0.132,0,3,0,327,330,378,330,295.0,35.0,83.0
415,ClassD,BlowingBubbles,all,30,64,84.0,91.7,77.4,80.6,95.5,5,3,0,2,62,317,4,6,76.6,0.108,0,4,0,1314,1318,1635,1380,1266.0,115.0,369.0
416,ClassD,BlowingBubbles,0,34,8,91.2,93.7,88.9,94.6,99.8,3,2,0,1,2,56,2,3,94.2,0.103,0,2,0,974,976,1032,978,917.0,62.0,115.0
417,ClassD,BlowingBubbles,41,34,8,1.6,7.7,0.9,0.9,7.7,1,0,0,1,24,223,0,0,-9.8,0.234,0,0,0,2,2,225,26,2.0,24.0,223.0
418,ClassD,BlowingBubbles,77,34,8,49.7,67.1,39.4,58.7,100.0,1,0,1,0,0,156,5,6,57.4,0.142,0,5,0,217,222,378,222,149.0,73.0,229.0
419,ClassD,BlowingBubbles,all,34,8,74.7,87.0,65.3,73.4,97.9,5,2,1,2,26,435,7,9,71.4,0.11,0,7,0,1193,1200,1635,1226,1068.0,159.0,567.0
420,ClassD,BlowingBubbles,0,34,16,93.1,94.1,92.0,94.5,96.8,3,2,0,1,32,57,1,4,91.3,0.101,0,1,0,974,975,1032,1007,949.0,59.0,83.0
421,ClassD,BlowingBubbles,41,34,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,17,225,0,0,-7.6,,0,0,0,0,0,225,17,0.0,17.0,225.0
422,ClassD,BlowingBubbles,77,34,16,52.4,72.4,41.0,56.6,100.0,1,0,1,0,0,164,2,2,56.1,0.155,0,2,0,212,214,378,214,155.0,59.0,223.0
423,ClassD,BlowingBubbles,all,34,16,76.9,89.1,67.5,72.7,96.0,5,2,1,2,49,446,3,6,69.5,0.111,0,3,0,1186,1189,1635,1238,1104.0,135.0,531.0
416,ClassD,BlowingBubbles,0,34,32,95.5,96.5,94.4,94.3,96.5,3,2,0,1,35,59,0,3,90.9,0.101,0,0,0,973,973,1032,1008,974.0,35.0,58.0
417,ClassD,BlowingBubbles,41,34,32,3.5,100.0,1.8,1.8,100.0,1,0,0,1,0,221,0,0,1.8,0.252,0,0,0,4,4,225,4,4.0,0.0,221.0
418,ClassD,BlowingBubbles,77,34,32,64.6,84.3,52.4,62.2,100.0,1,0,1,0,0,143,3,4,61.4,0.145,0,3,0,232,235,378,235,198.0,37.0,180.0
419,ClassD,BlowingBubbles,all,34,32,81.6,94.2,71.9,74.1,97.2,5,2,1,2,35,423,3,7,71.8,0.11,0,3,0,1209,1212,1635,1247,1176.0,72.0,459.0
420,ClassD,BlowingBubbles,0,34,64,92.5,94.3,90.6,94.6,98.6,3,2,0,1,14,56,1,3,93.1,0.101,0,1,0,975,976,1032,990,935.0,56.0,97.0
421,ClassD,BlowingBubbles,41,34,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,225,0,0,-0.4,,0,0,0,0,0,225,1,0.0,1.0,225.0
422,ClassD,BlowingBubbles,77,34,64,72.2,88.8,60.8,68.5,100.0,1,0,1,0,0,119,2,5,68.0,0.13,0,2,0,257,259,378,259,230.0,29.0,148.0
423,ClassD,BlowingBubbles,all,34,64,80.8,93.1,71.3,75.5,98.8,5,2,1,2,15,400,3,8,74.4,0.107,0,3,0,1232,1235,1635,1250,1165.0,86.0,470.0
424,ClassD,BlowingBubbles,0,38,8,89.6,91.2,88.1,93.5,96.9,3,2,0,1,31,67,2,3,90.3,0.105,0,2,0,963,965,1032,996,909.0,88.0,123.0
425,ClassD,BlowingBubbles,41,38,8,0.0,0.0,0.0,0.0,0.0,1,0,0,1,10,225,0,0,-4.4,,0,0,0,0,0,225,10,0.0,10.0,225.0
426,ClassD,BlowingBubbles,77,38,8,4.6,75.0,2.4,3.2,100.0,1,0,0,1,0,366,1,1,2.9,0.235,0,1,0,11,12,378,12,9.0,3.0,369.0
427,ClassD,BlowingBubbles,all,38,8,69.2,90.1,56.1,59.8,96.0,5,2,0,3,41,658,3,4,57.1,0.106,0,3,0,974,977,1635,1018,918.0,101.0,717.0
428,ClassD,BlowingBubbles,0,38,16,90.7,91.3,90.0,95.1,96.5,3,2,0,1,36,51,2,2,91.4,0.103,0,2,0,979,981,1032,1017,929.0,89.0,103.0
429,ClassD,BlowingBubbles,41,38,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,26,225,0,0,-11.6,,0,0,0,0,0,225,26,0.0,26.0,225.0
430,ClassD,BlowingBubbles,77,38,16,9.6,50.0,5.3,10.6,100.0,1,0,0,1,0,338,5,5,9.3,0.225,0,5,0,35,40,378,40,20.0,20.0,358.0
431,ClassD,BlowingBubbles,all,38,16,69.8,87.4,58.0,62.6,94.4,5,2,0,3,61,611,9,9,58.3,0.108,0,9,0,1015,1024,1635,1085,949.0,137.0,686.0
424,ClassD,BlowingBubbles,0,38,32,89.3,90.6,88.0,93.3,96.2,3,2,0,1,38,69,2,4,89.4,0.102,0,2,0,961,963,1032,1001,908.0,94.0,124.0
425,ClassD,BlowingBubbles,41,38,32,1.6,10.0,0.9,0.9,10.0,1,0,0,1,18,223,0,0,-7.1,0.273,0,0,0,2,2,225,20,2.0,18.0,223.0
426,ClassD,BlowingBubbles,77,38,32,7.0,70.0,3.7,5.3,100.0,1,0,0,1,0,358,1,1,5.0,0.149,0,1,0,19,20,378,20,14.0,6.0,364.0
427,ClassD,BlowingBubbles,all,38,32,69.1,88.7,56.5,60.2,94.6,5,2,0,3,56,650,3,5,56.6,0.103,0,3,0,982,985,1635,1041,924.0,118.0,711.0
428,ClassD,BlowingBubbles,0,38,64,89.0,89.2,88.8,93.7,94.2,3,2,0,1,59,65,2,3,87.8,0.106,0,2,0,965,967,1032,1026,916.0,111.0,116.0
429,ClassD,BlowingBubbles,41,38,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,33,225,0,0,-14.7,,0,0,0,0,0,225,33,0.0,33.0,225.0
430,ClassD,BlowingBubbles,77,38,64,6.2,100.0,3.2,3.2,100.0,1,0,0,1,0,366,0,0,3.2,0.271,0,0,0,12,12,378,12,12.0,0.0,366.0
431,ClassD,BlowingBubbles,all,38,64,68.6,86.6,56.8,59.9,91.4,5,2,0,3,92,656,2,3,54.1,0.108,0,2,0,977,979,1635,1071,928.0,144.0,707.0
432,ClassD,BlowingBubbles,0,42,8,74.5,78.0,71.3,87.5,95.8,3,2,0,1,40,129,5,10,83.1,0.105,0,5,0,898,903,1032,943,736.0,208.0,296.0
433,ClassD,BlowingBubbles,41,42,8,0.0,,0.0,0.0,,1,0,0,1,0,225,0,0,0.0,,0,0,0,0,0,225,0,0.0,0.0,225.0
434,ClassD,BlowingBubbles,77,42,8,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
435,ClassD,BlowingBubbles,all,42,8,57.1,78.0,45.0,55.2,95.8,5,2,0,3,40,732,5,10,52.5,0.105,0,5,0,898,903,1635,943,736.0,208.0,899.0
436,ClassD,BlowingBubbles,0,42,16,65.7,65.9,65.4,91.7,92.4,3,2,0,1,78,86,5,6,83.6,0.114,0,5,0,941,946,1032,1024,675.0,350.0,357.0
437,ClassD,BlowingBubbles,41,42,16,0.8,4.8,0.4,0.4,4.8,1,0,0,1,20,224,0,0,-8.4,0.484,0,0,0,1,1,225,21,1.0,20.0,224.0
438,ClassD,BlowingBubbles,77,42,16,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
439,ClassD,BlowingBubbles,all,42,16,50.4,64.6,41.3,57.9,90.6,5,2,0,3,98,688,5,6,51.6,0.114,0,5,0,942,947,1635,1045,676.0,370.0,959.0
432,ClassD,BlowingBubbles,0,42,32,67.6,69.2,65.9,90.8,95.5,3,2,0,1,44,95,5,6,86.0,0.127,0,5,0,932,937,1032,981,680.0,302.0,352.0
433,ClassD,BlowingBubbles,41,42,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,22,225,0,0,-9.8,,0,0,0,0,0,225,22,0.0,22.0,225.0
434,ClassD,BlowingBubbles,77,42,32,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
435,ClassD,BlowingBubbles,all,42,32,51.6,67.7,41.6,57.3,93.4,5,2,0,3,66,698,5,6,53.0,0.127,0,5,0,932,937,1635,1003,680.0,324.0,955.0
436,ClassD,BlowingBubbles,0,42,64,82.6,84.7,80.5,91.1,95.9,3,2,0,1,40,92,4,7,86.8,0.109,0,4,0,936,940,1032,980,831.0,150.0,201.0
437,ClassD,BlowingBubbles,41,42,64,2.3,7.7,1.3,1.3,7.7,1,0,0,1,36,222,0,1,-14.7,0.379,0,0,0,3,3,225,39,3.0,36.0,222.0
438,ClassD,BlowingBubbles,77,42,64,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
439,ClassD,BlowingBubbles,all,42,64,62.8,81.8,51.0,57.7,92.5,5,2,0,3,76,692,4,8,52.8,0.11,0,4,0,939,943,1635,1019,834.0,186.0,801.0
440,ClassD,BlowingBubbles,0,46,8,45.9,68.9,34.4,48.7,97.9,3,0,2,1,11,529,10,13,46.7,0.126,0,10,0,493,503,1032,514,355.0,160.0,677.0
441,ClassD,BlowingBubbles,41,46,8,0.0,0.0,0.0,0.0,0.0,1,0,0,1,21,225,0,0,-9.3,,0,0,0,0,0,225,21,0.0,21.0,225.0
442,ClassD,BlowingBubbles,77,46,8,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
443,ClassD,BlowingBubbles,all,46,8,32.7,66.2,21.7,30.8,94.0,5,0,2,3,32,1132,10,13,28.2,0.126,0,10,0,493,503,1635,535,355.0,181.0,1280.0
444,ClassD,BlowingBubbles,0,46,16,46.3,77.6,32.9,42.0,99.1,3,0,2,1,4,599,11,13,40.5,0.136,0,11,0,422,433,1032,437,340.0,98.0,692.0
445,ClassD,BlowingBubbles,41,46,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,5,225,0,0,-2.2,,0,0,0,0,0,225,5,0.0,5.0,225.0
446,ClassD,BlowingBubbles,77,46,16,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
447,ClassD,BlowingBubbles,all,46,16,32.7,76.7,20.8,26.5,98.0,5,0,2,3,9,1202,11,13,25.3,0.136,0,11,0,422,433,1635,442,340.0,103.0,1295.0
440,ClassD,BlowingBubbles,0,46,32,28.4,48.5,20.1,40.7,98.6,3,0,2,1,6,612,16,22,38.6,0.129,0,16,0,404,420,1032,426,207.0,220.0,825.0
441,ClassD,BlowingBubbles,41,46,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,225,0,0,-0.4,,0,0,0,0,0,225,1,0.0,1.0,225.0
442,ClassD,BlowingBubbles,77,46,32,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
443,ClassD,BlowingBubbles,all,46,32,20.1,48.4,12.7,25.7,98.4,5,0,2,3,7,1215,16,22,24.3,0.129,0,16,0,404,420,1635,427,207.0,221.0,1428.0
444,ClassD,BlowingBubbles,0,46,64,43.0,79.2,29.5,37.0,99.7,3,0,2,1,1,650,9,10,36.0,0.125,0,9,0,373,382,1032,383,304.0,80.0,728.0
445,ClassD,BlowingBubbles,41,46,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,7,225,0,0,-3.1,,0,0,0,0,0,225,7,0.0,7.0,225.0
446,ClassD,BlowingBubbles,77,46,64,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
447,ClassD,BlowingBubbles,all,46,64,30.0,77.7,18.6,23.4,97.9,5,0,2,3,8,1253,9,10,22.3,0.125,0,9,0,373,382,1635,390,304.0,87.0,1331.0
0,ClassD,RaceHorsesD,0,18,8,77.5,89.3,68.3,75.1,98.4,7,3,2,2,9,189,5,9,73.3,0.135,0,5,0,566,571,760,580,519.0,62.0,241.0
1,ClassD,RaceHorsesD,17,18,8,48.6,63.0,39.3,58.9,95.7,6,1,5,0,23,356,13,28,54.7,0.144,1,12,0,497,510,866,533,340.0,200.0,526.0
2,ClassD,RaceHorsesD,all,18,8,62.5,76.1,52.8,66.8,97.0,13,4,7,2,34,540,18,38,63.6,0.14,1,17,0,1068,1086,1626,1120,858.0,270.0,768.0
3,ClassD,RaceHorsesD,0,18,16,77.0,88.8,67.9,75.0,98.3,7,3,2,2,10,190,7,12,72.8,0.135,0,7,0,563,570,760,580,516.0,65.0,244.0
4,ClassD,RaceHorsesD,17,18,16,54.9,70.9,44.5,59.6,96.3,6,1,5,0,20,350,14,25,55.7,0.144,1,12,0,502,516,866,536,385.0,158.0,481.0
5,ClassD,RaceHorsesD,all,18,16,65.7,80.0,55.4,66.9,97.2,13,4,7,2,31,539,22,39,63.6,0.139,2,19,0,1065,1087,1626,1118,901.0,225.0,725.0
6,ClassD,RaceHorsesD,0,18,32,70.7,82.2,62.0,74.3,98.8,7,3,2,2,7,195,6,9,72.6,0.134,0,6,0,559,565,760,572,471.0,102.0,289.0
7,ClassD,RaceHorsesD,17,18,32,51.5,66.7,41.6,58.3,94.7,6,1,5,0,28,361,13,28,53.6,0.15,2,11,0,492,505,866,533,360.0,180.0,506.0
8,ClassD,RaceHorsesD,all,18,32,60.7,74.8,50.8,65.4,96.9,13,4,7,2,34,563,21,38,62.0,0.141,3,17,0,1042,1063,1626,1097,826.0,279.0,800.0
9,ClassD,RaceHorsesD,0,18,64,68.9,80.0,60.4,74.2,98.4,7,3,2,2,9,196,6,11,72.2,0.137,0,6,0,558,564,760,573,459.0,115.0,301.0
10,ClassD,RaceHorsesD,17,18,64,54.9,69.6,44.9,59.9,94.0,6,1,5,0,33,347,13,30,54.6,0.145,2,11,0,506,519,866,552,389.0,170.0,477.0
